partychoice,female,union,leftright,age
Liberals,0,4,4,21
Social Democrats,1,4,2,23
Liberals,0,4,2,58
Social Democrats,1,4,3,78
Social Democrats,1,4,3,72
Conservatives,1,4,5,79
Left Party,1,2,2,43
Liberals,0,4,3,56
Conservatives,1,2,4,24
Conservatives,0,1,4,25
Left Party,0,4,1,56
Social Democrats,0,2,4,24
Conservatives,1,2,5,29
Left Party,0,3,1,49
Social Democrats,0,3,3,55
Social Democrats,1,4,3,21
Conservatives,0,1,4,25
Social Democrats,1,3,3,41
Social Democrats,1,1,1,38
Left Party,1,4,1,18
Social Democrats,0,2,1,52
Social Democrats,1,4,3,19
Social Democrats,1,4,4,19
Social Democrats,1,4,1,64
Social Democrats,1,1,2,27
Social Democrats,1,2,2,46
Social Democrats,1,2,2,23
Social Democrats,0,1,3,29
Conservatives,0,4,4,23
Social Democrats,1,2,4,26
Liberals,1,2,3,61
Social Democrats,0,4,3,23
Social Democrats,1,4,1,19
Social Democrats,0,1,2,59
Social Democrats,1,1,3,53
Social Democrats,0,4,3,20
Social Democrats,0,4,2,37
Conservatives,0,4,5,75
Liberals,0,4,4,29
Social Democrats,0,2,2,34
Social Democrats,1,2,1,28
Liberals,1,4,5,68
Social Democrats,0,1,2,36
Social Democrats,1,4,3,64
Left Party,1,4,1,17
Social Democrats,0,3,4,39
Left Party,0,2,1,51
Social Democrats,0,1,1,64
Left Party,0,1,3,43
Conservatives,0,3,4,77
Social Democrats,0,1,2,51
Conservatives,0,4,4,34
Left Party,1,2,1,46
Social Democrats,1,2,3,56
Conservatives,0,4,5,57
Social Democrats,0,2,2,61
Social Democrats,0,4,1,33
Left Party,0,1,2,65
Social Democrats,0,2,3,51
Left Party,0,3,2,56
Social Democrats,0,4,3,63
Social Democrats,0,4,2,65
Liberals,1,2,3,54
Conservatives,1,4,5,61
Liberals,0,4,3,57
Social Democrats,0,1,3,50
Liberals,1,2,3,50
Left Party,0,1,3,21
Social Democrats,1,2,3,34
Social Democrats,0,1,1,47
Liberals,0,1,1,53
Social Democrats,1,4,3,18
Conservatives,0,4,5,29
Social Democrats,0,4,4,41
Left Party,1,4,2,28
Conservatives,0,2,5,45
Social Democrats,1,2,2,29
Liberals,1,2,3,56
Conservatives,0,4,5,43
Liberals,0,1,3,60
Conservatives,1,1,3,40
Left Party,0,2,2,30
Social Democrats,1,2,3,60
Social Democrats,1,4,3,17
Liberals,1,4,3,71
Liberals,0,2,5,58
Social Democrats,0,4,2,40
Social Democrats,1,1,2,45
Social Democrats,0,4,2,18
Social Democrats,0,2,3,33
Social Democrats,1,2,2,34
Social Democrats,1,2,3,60
Social Democrats,1,3,2,55
Liberals,0,4,3,63
Social Democrats,1,2,2,51
Social Democrats,1,1,1,30
Social Democrats,1,2,2,50
Social Democrats,1,1,2,42
Social Democrats,0,1,1,39
Social Democrats,0,2,3,61
Liberals,1,4,3,24
Conservatives,1,2,3,56
Social Democrats,0,2,2,26
Conservatives,1,2,5,58
Social Democrats,1,4,2,24
Social Democrats,0,3,2,23
Conservatives,1,2,5,56
Left Party,0,4,1,59
Social Democrats,1,1,2,38
Social Democrats,0,1,1,73
Liberals,1,4,3,18
Social Democrats,0,1,1,18
Social Democrats,1,1,2,47
Left Party,0,1,2,46
Social Democrats,0,4,3,28
Social Democrats,1,1,2,49
Social Democrats,1,1,1,29
Social Democrats,0,1,2,24
Social Democrats,0,1,3,39
Social Democrats,0,1,3,42
Social Democrats,0,1,2,39
Social Democrats,1,2,3,63
Left Party,0,2,1,55
Social Democrats,0,1,1,54
Left Party,1,1,3,49
Social Democrats,1,1,1,54
Conservatives,0,4,4,31
Conservatives,0,4,3,29
Left Party,1,3,2,44
Social Democrats,0,4,2,46
Conservatives,1,2,4,38
Social Democrats,0,1,2,48
Social Democrats,0,1,4,56
Social Democrats,0,1,3,38
Social Democrats,1,2,3,33
Social Democrats,1,4,4,37
Social Democrats,0,2,4,36
Left Party,0,1,2,34
Social Democrats,0,1,1,52
Social Democrats,0,1,2,25
Social Democrats,0,2,2,61
Social Democrats,1,2,1,18
Social Democrats,0,1,2,42
Social Democrats,1,4,2,47
Social Democrats,0,3,3,46
Social Democrats,1,3,2,39
Social Democrats,0,3,2,36
Social Democrats,1,3,1,38
Social Democrats,0,3,3,33
Conservatives,0,4,4,32
Left Party,0,1,1,30
Liberals,0,4,4,38
Liberals,0,4,4,35
Social Democrats,1,1,1,74
Social Democrats,0,2,1,36
Social Democrats,1,4,3,36
Social Democrats,1,1,1,35
Conservatives,1,2,4,59
Social Democrats,0,1,2,86
Left Party,1,3,1,31
Social Democrats,0,3,3,32
Social Democrats,0,1,2,46
Social Democrats,1,2,3,27
Social Democrats,1,2,3,56
Social Democrats,0,1,3,31
Social Democrats,0,4,3,62
Social Democrats,0,1,2,27
Social Democrats,1,1,1,39
Social Democrats,1,3,3,36
Social Democrats,0,2,1,57
Liberals,0,4,3,31
Conservatives,1,4,5,66
Conservatives,0,2,5,35
Social Democrats,1,4,1,68
Social Democrats,1,1,2,37
Social Democrats,0,1,2,38
Left Party,1,4,3,67
Social Democrats,1,1,2,51
Social Democrats,1,1,1,49
Left Party,0,1,1,48
Social Democrats,0,2,2,52
Left Party,0,4,2,77
Social Democrats,1,1,4,41
Social Democrats,0,2,3,44
Social Democrats,0,4,3,37
Social Democrats,1,4,1,64
Social Democrats,0,1,3,42
Left Party,1,2,2,68
Social Democrats,0,4,1,70
Social Democrats,0,1,1,45
Social Democrats,1,1,3,41
Social Democrats,0,2,2,70
Social Democrats,0,1,3,68
Conservatives,1,3,4,58
Conservatives,1,1,5,34
Left Party,1,4,1,17
Social Democrats,0,4,1,83
Social Democrats,1,4,1,83
Social Democrats,0,4,2,46
Social Democrats,0,4,3,25
Liberals,0,4,3,22
Conservatives,0,2,4,32
Conservatives,1,4,3,42
Conservatives,0,3,5,24
Conservatives,1,4,5,26
Left Party,1,4,1,59
Left Party,0,1,1,34
Social Democrats,1,1,2,44
Left Party,0,2,2,56
Left Party,0,1,1,39
Social Democrats,1,3,2,40
Social Democrats,1,4,3,42
Social Democrats,0,4,2,62
Social Democrats,1,4,4,17
Social Democrats,1,1,2,34
Left Party,1,4,3,19
Social Democrats,1,4,1,77
Liberals,1,2,3,63
Social Democrats,1,2,3,33
Left Party,0,1,2,48
Social Democrats,0,1,1,53
Left Party,0,4,2,66
Left Party,0,2,1,25
Social Democrats,1,1,2,33
Social Democrats,0,4,2,31
Social Democrats,1,2,2,72
Social Democrats,0,2,2,75
Social Democrats,0,4,2,49
Social Democrats,0,2,1,29
Social Democrats,1,3,3,31
Social Democrats,0,2,2,65
Social Democrats,1,1,3,63
Social Democrats,1,4,2,41
Social Democrats,0,1,3,49
Social Democrats,0,2,2,52
Liberals,1,4,4,24
Left Party,1,1,1,41
Social Democrats,1,2,1,53
Left Party,0,4,1,17
Social Democrats,0,4,2,18
Social Democrats,1,1,1,65
Social Democrats,1,4,1,31
Social Democrats,1,4,2,84
Left Party,1,2,1,51
Social Democrats,0,1,2,64
Left Party,1,3,1,25
Social Democrats,1,1,2,31
Liberals,0,2,3,33
Left Party,1,1,1,46
Left Party,0,2,1,44
Left Party,1,3,2,41
Social Democrats,1,2,2,32
Social Democrats,0,2,2,32
Conservatives,0,2,3,61
Conservatives,1,1,3,58
Social Democrats,1,4,3,59
Social Democrats,0,4,2,60
Conservatives,0,3,4,44
Social Democrats,1,4,2,65
Conservatives,0,2,5,26
Social Democrats,0,4,2,72
Liberals,0,1,3,54
Social Democrats,0,4,2,66
Left Party,1,3,1,47
Liberals,1,4,4,27
Liberals,0,4,4,42
Social Democrats,0,3,2,61
Conservatives,1,3,3,63
Conservatives,0,1,4,62
Social Democrats,1,2,4,36
Social Democrats,1,2,2,36
Conservatives,0,4,4,33
Conservatives,0,4,4,60
Left Party,0,3,2,36
Social Democrats,1,4,4,35
Social Democrats,0,2,4,37
Social Democrats,0,4,3,55
Left Party,1,3,1,31
Left Party,0,2,3,45
Social Democrats,1,3,1,26
Conservatives,0,2,3,62
Social Democrats,1,3,2,33
Liberals,0,3,4,40
Social Democrats,1,3,2,41
Conservatives,1,1,3,35
Social Democrats,0,4,2,54
Left Party,1,4,2,36
Social Democrats,0,2,2,50
Conservatives,1,4,5,75
Social Democrats,1,1,3,45
Left Party,1,4,1,50
Social Democrats,1,4,1,60
Liberals,0,4,4,62
Social Democrats,1,2,3,40
Conservatives,1,4,5,57
Conservatives,1,4,4,63
Conservatives,0,4,4,58
Social Democrats,1,1,2,56
Social Democrats,1,1,2,67
Social Democrats,0,4,2,48
Conservatives,1,2,4,60
Left Party,0,1,3,19
Social Democrats,1,2,1,46
Social Democrats,0,4,2,78
Social Democrats,0,1,3,58
Social Democrats,0,4,1,72
Conservatives,0,4,4,46
Conservatives,0,3,5,61
Left Party,1,1,3,25
Social Democrats,0,4,2,20
Conservatives,0,4,4,50
Social Democrats,1,1,2,29
Conservatives,1,1,5,32
Conservatives,0,4,4,37
Left Party,0,1,1,23
Social Democrats,0,3,1,25
Social Democrats,0,4,2,34
Social Democrats,0,2,1,54
Liberals,1,2,3,55
Social Democrats,1,2,2,61
Social Democrats,0,3,1,64
Social Democrats,0,1,4,68
Social Democrats,1,2,3,57
Social Democrats,1,1,2,37
Social Democrats,1,1,1,66
Social Democrats,0,1,1,65
Left Party,1,4,2,46
Social Democrats,0,1,2,28
Social Democrats,0,1,2,64
Social Democrats,1,1,2,66
Left Party,1,4,3,20
Liberals,1,4,4,22
Conservatives,0,4,5,53
Liberals,1,4,3,72
Social Democrats,0,3,2,37
Conservatives,0,2,4,45
Social Democrats,1,1,3,53
Conservatives,0,4,3,25
Social Democrats,0,1,2,36
Social Democrats,0,4,3,56
Conservatives,0,4,4,64
Social Democrats,0,1,1,77
Social Democrats,1,4,3,82
Conservatives,1,4,5,61
Social Democrats,1,1,2,53
Social Democrats,1,1,1,61
Social Democrats,1,1,2,37
Left Party,1,1,1,69
Social Democrats,1,2,3,70
Social Democrats,0,4,2,30
Left Party,1,4,1,63
Social Democrats,0,2,2,56
Liberals,1,4,2,69
Social Democrats,0,2,2,63
Conservatives,1,4,4,73
Social Democrats,0,1,1,71
Conservatives,0,3,5,29
Social Democrats,0,2,4,57
Social Democrats,0,1,2,60
Left Party,0,2,2,56
Left Party,0,2,2,56
Conservatives,1,4,4,65
Social Democrats,0,2,2,61
Social Democrats,1,2,2,39
Social Democrats,0,1,3,59
Liberals,0,4,3,55
Liberals,1,4,2,55
Social Democrats,0,4,2,67
Social Democrats,1,1,1,62
Social Democrats,1,2,1,56
Social Democrats,1,1,2,34
Liberals,1,3,3,55
Left Party,0,2,1,60
Liberals,0,2,3,28
Conservatives,0,3,4,49
Social Democrats,1,3,1,26
Social Democrats,0,1,3,26
Social Democrats,1,3,2,25
Social Democrats,0,3,2,51
Social Democrats,0,2,3,40
Left Party,1,4,2,23
Left Party,0,4,2,30
Social Democrats,0,1,2,58
Social Democrats,1,4,2,21
Social Democrats,1,2,1,42
Social Democrats,1,1,3,26
Social Democrats,0,3,2,53
Left Party,0,3,1,51
Liberals,1,3,4,33
Social Democrats,0,3,3,36
Social Democrats,0,4,2,23
Left Party,0,3,2,60
Social Democrats,1,3,2,51
Social Democrats,1,4,2,24
Left Party,1,1,3,51
Social Democrats,0,4,2,21
Social Democrats,1,2,3,49
Social Democrats,0,2,3,39
Left Party,1,3,1,47
Left Party,1,1,1,44
Social Democrats,0,2,1,26
Social Democrats,0,3,3,51
Liberals,1,4,2,22
Conservatives,0,3,5,63
Left Party,1,4,1,22
Liberals,0,4,4,23
Social Democrats,1,4,1,17
Social Democrats,1,4,5,17
Social Democrats,0,1,4,57
Left Party,0,2,1,56
Liberals,0,4,4,33
Left Party,1,3,2,35
Social Democrats,1,1,2,51
Liberals,1,4,2,24
Conservatives,0,4,4,19
Social Democrats,0,1,3,25
Liberals,0,4,3,62
Liberals,0,4,4,19
Social Democrats,0,4,4,35
Social Democrats,1,1,2,33
Left Party,0,4,1,22
Left Party,1,3,1,24
Conservatives,0,4,4,17
Left Party,1,2,2,48
Liberals,0,3,3,31
Social Democrats,0,1,3,41
Social Democrats,0,4,2,22
Social Democrats,1,4,2,20
Conservatives,0,4,3,20
Left Party,0,3,2,36
Conservatives,0,4,3,31
Left Party,1,4,1,19
Conservatives,0,4,4,43
Left Party,1,2,2,60
Left Party,0,3,2,32
Social Democrats,1,2,3,36
Social Democrats,0,2,3,41
Left Party,0,2,2,57
Conservatives,0,4,3,25
Left Party,0,4,2,57
Social Democrats,1,1,3,44
Left Party,1,2,2,47
Left Party,1,1,2,50
Social Democrats,1,2,3,45
Left Party,1,2,1,32
Social Democrats,0,4,3,22
Conservatives,0,3,4,37
Conservatives,0,3,5,51
Social Democrats,1,1,3,21
Social Democrats,0,1,2,23
Left Party,0,1,2,56
Social Democrats,0,2,1,56
Social Democrats,0,1,1,59
Social Democrats,1,2,3,58
Left Party,1,3,1,30
Social Democrats,0,1,2,59
Social Democrats,0,1,3,33
Left Party,1,1,1,52
Social Democrats,1,3,3,28
Left Party,1,1,2,45
Social Democrats,1,1,1,19
Social Democrats,1,4,3,21
Social Democrats,1,2,2,34
Social Democrats,0,2,2,53
Left Party,0,1,2,40
Left Party,0,1,2,48
Left Party,1,2,2,65
Social Democrats,0,1,1,59
Social Democrats,1,4,2,55
Social Democrats,1,1,2,32
Left Party,1,3,1,57
Social Democrats,0,2,2,54
Social Democrats,1,1,2,54
Left Party,0,1,2,39
Social Democrats,0,1,1,63
Social Democrats,1,4,2,34
Left Party,0,1,1,26
Left Party,1,4,2,74
Left Party,1,3,1,68
Liberals,0,4,3,84
Social Democrats,1,2,3,73
Left Party,1,1,3,58
Left Party,1,1,2,57
Social Democrats,0,1,3,37
Social Democrats,1,1,3,32
Left Party,1,3,1,35
Left Party,0,1,2,34
Social Democrats,0,2,1,74
Social Democrats,1,1,3,54
Social Democrats,1,2,3,71
Social Democrats,0,1,1,39
Social Democrats,0,1,3,46
Social Democrats,1,1,1,41
Social Democrats,0,3,1,72
Social Democrats,1,1,1,70
Social Democrats,0,1,2,43
Social Democrats,1,2,2,40
Liberals,0,4,4,68
Liberals,1,3,3,63
Social Democrats,0,2,1,80
Social Democrats,1,4,2,74
Liberals,0,1,3,73
Social Democrats,0,4,3,71
Social Democrats,1,4,3,59
Social Democrats,0,1,3,65
Liberals,0,2,4,36
Liberals,0,4,3,53
Social Democrats,1,1,1,17
Social Democrats,1,1,3,69
Liberals,1,4,3,81
Left Party,1,2,1,29
Conservatives,0,2,5,29
Social Democrats,0,2,3,32
Social Democrats,0,4,3,63
Social Democrats,1,1,3,53
Conservatives,1,4,4,70
Social Democrats,1,1,1,72
Social Democrats,1,4,3,87
Social Democrats,1,4,2,66
Liberals,1,4,4,81
Social Democrats,1,4,3,82
Social Democrats,1,4,3,21
Social Democrats,0,4,2,72
Left Party,1,1,3,25
Left Party,1,1,2,28
Liberals,0,4,3,60
Liberals,0,4,4,54
Liberals,0,4,4,72
Liberals,1,1,4,50
Liberals,0,3,3,53
Social Democrats,1,1,1,29
Social Democrats,0,1,1,28
Social Democrats,0,1,2,28
Social Democrats,1,1,2,35
Left Party,1,1,2,46
Social Democrats,0,4,3,50
Left Party,1,1,1,67
Social Democrats,1,4,2,65
Liberals,0,1,2,32
Social Democrats,1,1,3,25
Conservatives,1,3,4,56
Social Democrats,1,4,3,41
Social Democrats,0,2,3,59
Social Democrats,1,4,4,17
Social Democrats,0,4,3,65
Left Party,1,4,2,36
Left Party,0,2,2,72
Liberals,1,1,2,57
Conservatives,0,4,4,69
Social Democrats,0,4,3,17
Conservatives,0,4,4,70
Social Democrats,1,3,2,35
Social Democrats,1,2,1,56
Social Democrats,1,2,3,52
Conservatives,1,2,4,36
Social Democrats,0,1,2,64
Social Democrats,1,4,2,65
Left Party,1,2,1,38
Social Democrats,0,4,2,20
Conservatives,0,4,5,17
Left Party,0,1,1,64
Social Democrats,1,1,3,39
Liberals,1,3,4,34
Left Party,0,3,2,21
Left Party,0,1,1,46
Social Democrats,1,1,1,39
Social Democrats,0,2,2,49
Social Democrats,0,1,3,26
Left Party,1,1,1,23
Social Democrats,0,3,2,44
Left Party,1,3,2,38
Left Party,0,4,1,18
Left Party,1,1,1,48
Conservatives,1,2,5,27
Social Democrats,0,1,2,42
Social Democrats,1,1,2,42
Liberals,1,2,4,42
Social Democrats,1,1,2,35
Social Democrats,1,2,2,55
Social Democrats,0,1,2,57
Social Democrats,0,1,3,40
Left Party,1,2,2,58
Liberals,0,4,4,46
Conservatives,1,3,5,44
Social Democrats,0,1,2,46
Left Party,0,2,1,49
Social Democrats,0,4,4,17
Liberals,1,1,1,20
Conservatives,0,4,4,18
Left Party,0,1,1,53
Left Party,1,2,1,46
Left Party,1,2,1,50
Social Democrats,0,4,1,31
Social Democrats,1,1,2,52
Left Party,0,1,2,49
Left Party,1,1,1,37
Social Democrats,0,1,3,20
Left Party,0,3,3,44
Left Party,1,2,1,46
Conservatives,0,4,4,63
Social Democrats,0,1,2,66
Liberals,1,4,5,62
Conservatives,0,4,5,30
Left Party,0,4,1,79
Liberals,0,1,4,21
Social Democrats,0,4,2,22
Left Party,1,1,1,59
Social Democrats,0,4,2,69
Social Democrats,1,4,2,51
Social Democrats,0,2,4,48
Left Party,0,1,1,57
Social Democrats,1,2,1,62
Social Democrats,0,4,3,34
Social Democrats,0,3,2,53
Social Democrats,1,2,2,52
Social Democrats,0,4,2,78
Left Party,1,4,1,76
Social Democrats,0,1,1,23
Conservatives,0,3,5,38
Conservatives,0,4,4,63
Conservatives,0,2,2,24
Social Democrats,0,2,2,55
Left Party,1,1,1,40
Social Democrats,0,2,2,65
Conservatives,0,3,4,22
Social Democrats,0,2,2,30
Left Party,1,2,1,59
Left Party,0,4,3,30
Social Democrats,0,1,2,35
Social Democrats,1,1,1,40
Social Democrats,1,4,2,48
Social Democrats,0,1,2,30
Social Democrats,0,1,4,34
Social Democrats,1,1,2,46
Conservatives,0,4,3,53
Social Democrats,1,2,2,58
Social Democrats,0,2,4,47
Left Party,1,4,1,62
Social Democrats,0,2,3,58
Social Democrats,0,1,3,67
Social Democrats,1,1,3,62
Liberals,0,4,3,54
Social Democrats,0,4,3,58
Conservatives,0,4,4,69
Social Democrats,0,1,3,45
Social Democrats,1,4,2,44
Conservatives,0,1,4,54
Social Democrats,1,2,1,41
Social Democrats,1,1,2,30
Social Democrats,1,1,2,38
Social Democrats,0,4,2,30
Social Democrats,0,4,3,50
Social Democrats,1,1,3,39
Social Democrats,1,1,4,29
Social Democrats,1,2,2,35
Conservatives,0,4,5,21
Liberals,0,1,4,49
Social Democrats,0,2,4,26
Social Democrats,0,1,3,32
Social Democrats,0,1,3,45
Social Democrats,0,2,4,35
Conservatives,1,4,5,18
Social Democrats,1,4,2,42
Social Democrats,0,1,3,52
